Date,Company,Price
2025-05-02,EY,110.8
2025-05-05,EY,110.82
2025-05-06,EY,110.85
2025-05-07,EY,110.87
2025-05-08,EY,110.67
2025-05-09,EY,110.69
2025-05-12,EY,110.71
2025-05-13,EY,110.74
2025-05-14,EY,110.76
2025-05-15,EY,110.78
2025-05-16,EY,110.8
2025-05-19,EY,110.82
2025-05-20,EY,110.85
2025-05-21,EY,110.87
2025-05-22,EY,110.67
2025-05-23,EY,110.69
2025-05-26,EY,110.71
2025-05-27,EY,110.74
2025-05-28,EY,110.76
2025-05-29,EY,110.78
2025-05-30,EY,110.8
2025-06-02,EY,110.82
2025-06-03,EY,110.85
2025-06-04,EY,110.87
2025-06-05,EY,110.67
2025-06-06,EY,110.69
2025-06-09,EY,110.71
2025-06-10,EY,110.74
2025-06-11,EY,110.76
2025-06-12,EY,110.78
2025-06-13,EY,110.8
2025-06-16,EY,110.82
2025-06-17,EY,110.85
2025-06-18,EY,110.87
2025-06-19,EY,110.67
2025-06-20,EY,110.69
2025-06-23,EY,110.71
2025-06-24,EY,110.74
2025-06-25,EY,110.76
2025-06-26,EY,110.78
2025-06-27,EY,110.8
2025-06-30,EY,110.82
2025-07-01,EY,110.85
2025-07-02,EY,110.87
2025-07-03,EY,110.67
2025-07-04,EY,110.69
2025-07-07,EY,110.71
2025-07-08,EY,110.74
2025-07-09,EY,110.76
2025-07-10,EY,110.78
2025-07-11,EY,110.8
2025-07-14,EY,110.82
2025-07-15,EY,110.85
2025-07-16,EY,110.87
2025-07-17,EY,110.67
2025-07-18,EY,110.69
2025-07-21,EY,110.71
2025-07-22,EY,110.74
2025-07-23,EY,110.76
2025-07-24,EY,110.78
2025-07-25,EY,110.8
2025-07-28,EY,110.82
2025-07-29,EY,110.85
2025-07-30,EY,110.87
2025-07-31,EY,110.67
2025-08-01,EY,110.69
2025-08-04,EY,110.71
2025-08-05,EY,110.74
2025-08-06,EY,110.76
2025-08-07,EY,110.78
2025-08-08,EY,110.8
2025-08-11,EY,110.82
2025-08-12,EY,110.85
2025-08-13,EY,110.87
2025-08-14,EY,110.67
2025-08-15,EY,110.69
2025-08-18,EY,110.71
2025-08-19,EY,110.74
2025-08-20,EY,110.76
2025-08-21,EY,110.78
2025-08-22,EY,110.8
2025-08-25,EY,110.82
2025-08-26,EY,110.85
2025-08-27,EY,110.87
2025-08-28,EY,110.67
2025-08-29,EY,110.69
2025-09-01,EY,110.71
2025-09-02,EY,110.74
2025-09-03,EY,110.76
2025-09-04,EY,110.78
2025-09-05,EY,110.8
2025-09-08,EY,110.82
2025-09-09,EY,110.85
2025-09-10,EY,110.87
2025-09-11,EY,110.67
2025-09-12,EY,110.69
2025-09-15,EY,110.71
2025-09-16,EY,110.74
2025-09-17,EY,110.76
2025-09-18,EY,110.78
2025-09-19,EY,110.8
2025-09-22,EY,110.82
2025-09-23,EY,110.85
2025-09-24,EY,110.87
2025-09-25,EY,110.67
2025-09-26,EY,110.69
2025-09-29,EY,110.71
2025-09-30,EY,110.74
2025-10-01,EY,110.76
2025-10-02,EY,110.78
2025-10-03,EY,110.8
2025-10-06,EY,110.82
2025-10-07,EY,110.85
2025-10-08,EY,110.87
2025-10-09,EY,110.67
2025-10-10,EY,110.69
2025-10-13,EY,110.71
2025-10-14,EY,110.74
2025-10-15,EY,110.76
2025-10-16,EY,110.78
2025-10-17,EY,110.8
2025-10-20,EY,110.82
2025-10-21,EY,110.85
2025-10-22,EY,110.87
2025-10-23,EY,110.67
2025-10-24,EY,110.69
2025-10-27,EY,110.71
2025-10-28,EY,110.74
2025-10-29,EY,110.76
2025-10-30,EY,110.78
2025-10-31,EY,110.8
2025-11-03,EY,110.82
2025-11-04,EY,110.85
2025-11-05,EY,110.87
2025-11-06,EY,110.67
2025-11-07,EY,110.69
2025-11-10,EY,110.71
2025-11-11,EY,110.74
2025-11-12,EY,110.76
2025-11-13,EY,110.78
2025-11-14,EY,110.8
2025-11-17,EY,110.82
2025-11-18,EY,110.85
2025-11-19,EY,110.87
2025-11-20,EY,110.67
2025-11-21,EY,110.69
2025-11-24,EY,110.71
2025-11-25,EY,110.74
2025-11-26,EY,110.76
2025-11-27,EY,110.78
2025-11-28,EY,110.8
2025-12-01,EY,110.82
2025-12-02,EY,110.85
2025-12-03,EY,110.87
2025-12-04,EY,110.67
2025-12-05,EY,110.69
2025-12-08,EY,110.71
2025-12-09,EY,110.74
2025-12-10,EY,110.76
2025-12-11,EY,110.78
2025-12-12,EY,110.8
2025-12-15,EY,110.82
2025-12-16,EY,110.85
2025-12-17,EY,110.87
2025-12-18,EY,110.67
2025-12-19,EY,110.69
2025-12-22,EY,110.71
2025-12-23,EY,110.74
2025-12-24,EY,110.76
2025-12-25,EY,110.78
2025-12-26,EY,110.8
2025-12-29,EY,110.82
2025-12-30,EY,110.85
2025-12-31,EY,110.87
