Date,Company,Price
2025-05-14,BAIN,108.88
2025-05-15,BAIN,108.9
2025-05-16,BAIN,108.92
2025-05-19,BAIN,108.94
2025-05-20,BAIN,108.97
2025-05-21,BAIN,108.99
2025-05-22,BAIN,108.79
2025-05-23,BAIN,108.81
2025-05-26,BAIN,108.83
2025-05-27,BAIN,108.86
2025-05-28,BAIN,108.88
2025-05-29,BAIN,108.9
2025-05-30,BAIN,108.92
2025-06-02,BAIN,108.94
2025-06-03,BAIN,108.97
2025-06-04,BAIN,108.99
2025-06-05,BAIN,108.79
2025-06-06,BAIN,108.81
2025-06-09,BAIN,108.83
2025-06-10,BAIN,108.86
2025-06-11,BAIN,108.88
2025-06-12,BAIN,108.9
2025-06-13,BAIN,108.92
2025-06-16,BAIN,108.94
2025-06-17,BAIN,108.97
2025-06-18,BAIN,108.99
2025-06-19,BAIN,108.79
2025-06-20,BAIN,108.81
2025-06-23,BAIN,108.83
2025-06-24,BAIN,108.86
2025-06-25,BAIN,108.88
2025-06-26,BAIN,108.9
2025-06-27,BAIN,108.92
2025-06-30,BAIN,108.94
2025-07-01,BAIN,108.97
2025-07-02,BAIN,108.99
2025-07-03,BAIN,108.79
2025-07-04,BAIN,108.81
2025-07-07,BAIN,108.83
2025-07-08,BAIN,108.86
2025-07-09,BAIN,108.88
2025-07-10,BAIN,108.9
2025-07-11,BAIN,108.92
2025-07-14,BAIN,108.94
2025-07-15,BAIN,108.97
2025-07-16,BAIN,108.99
2025-07-17,BAIN,108.79
2025-07-18,BAIN,108.81
2025-07-21,BAIN,108.83
2025-07-22,BAIN,108.86
2025-07-23,BAIN,108.88
2025-07-24,BAIN,108.9
2025-07-25,BAIN,108.92
2025-07-28,BAIN,108.94
2025-07-29,BAIN,108.97
2025-07-30,BAIN,108.99
2025-07-31,BAIN,108.79
2025-08-01,BAIN,108.81
2025-08-04,BAIN,108.83
2025-08-05,BAIN,108.86
2025-08-06,BAIN,108.88
2025-08-07,BAIN,108.9
2025-08-08,BAIN,108.92
2025-08-11,BAIN,108.94
2025-08-12,BAIN,108.97
2025-08-13,BAIN,108.99
2025-08-14,BAIN,108.79
2025-08-15,BAIN,108.81
2025-08-18,BAIN,108.83
2025-08-19,BAIN,108.86
2025-08-20,BAIN,108.88
2025-08-21,BAIN,108.9
2025-08-22,BAIN,108.92
2025-08-25,BAIN,108.94
2025-08-26,BAIN,108.97
2025-08-27,BAIN,108.99
2025-08-28,BAIN,108.79
2025-08-29,BAIN,108.81
2025-09-01,BAIN,108.83
2025-09-02,BAIN,108.86
2025-09-03,BAIN,108.88
2025-09-04,BAIN,108.9
2025-09-05,BAIN,108.92
2025-09-08,BAIN,108.94
2025-09-09,BAIN,108.97
2025-09-10,BAIN,108.99
2025-09-11,BAIN,108.79
2025-09-12,BAIN,108.81
2025-09-15,BAIN,108.83
2025-09-16,BAIN,108.86
2025-09-17,BAIN,108.88
2025-09-18,BAIN,108.9
2025-09-19,BAIN,108.92
2025-09-22,BAIN,108.94
2025-09-23,BAIN,108.97
2025-09-24,BAIN,108.99
2025-09-25,BAIN,108.79
2025-09-26,BAIN,108.81
2025-09-29,BAIN,108.83
2025-09-30,BAIN,108.86
2025-10-01,BAIN,108.88
2025-10-02,BAIN,108.9
2025-10-03,BAIN,108.92
2025-10-06,BAIN,108.94
2025-10-07,BAIN,108.97
2025-10-08,BAIN,108.99
2025-10-09,BAIN,108.79
2025-10-10,BAIN,108.81
2025-10-13,BAIN,108.83
2025-10-14,BAIN,108.86
2025-10-15,BAIN,108.88
2025-10-16,BAIN,108.9
2025-10-17,BAIN,108.92
2025-10-20,BAIN,108.94
2025-10-21,BAIN,108.97
2025-10-22,BAIN,108.99
2025-10-23,BAIN,108.79
2025-10-24,BAIN,108.81
2025-10-27,BAIN,108.83
2025-10-28,BAIN,108.86
2025-10-29,BAIN,108.88
2025-10-30,BAIN,108.9
2025-10-31,BAIN,108.92
2025-11-03,BAIN,108.94
2025-11-04,BAIN,108.97
2025-11-05,BAIN,108.99
2025-11-06,BAIN,108.79
2025-11-07,BAIN,108.81
2025-11-10,BAIN,108.83
2025-11-11,BAIN,108.86
2025-11-12,BAIN,108.88
2025-11-13,BAIN,108.9
2025-11-14,BAIN,108.92
2025-11-17,BAIN,108.94
2025-11-18,BAIN,108.97
2025-11-19,BAIN,108.99
2025-11-20,BAIN,108.79
2025-11-21,BAIN,108.81
2025-11-24,BAIN,108.83
2025-11-25,BAIN,108.86
2025-11-26,BAIN,108.88
2025-11-27,BAIN,108.9
2025-11-28,BAIN,108.92
2025-12-01,BAIN,108.94
2025-12-02,BAIN,108.97
2025-12-03,BAIN,108.99
2025-12-04,BAIN,108.79
2025-12-05,BAIN,108.81
2025-12-08,BAIN,108.83
2025-12-09,BAIN,108.86
2025-12-10,BAIN,108.88
2025-12-11,BAIN,108.9
2025-12-12,BAIN,108.92
2025-12-15,BAIN,108.94
2025-12-16,BAIN,108.97
2025-12-17,BAIN,108.99
2025-12-18,BAIN,108.79
2025-12-19,BAIN,108.81
2025-12-22,BAIN,108.83
2025-12-23,BAIN,108.86
2025-12-24,BAIN,108.88
2025-12-25,BAIN,108.9
2025-12-26,BAIN,108.92
2025-12-29,BAIN,108.94
2025-12-30,BAIN,108.97
2025-12-31,BAIN,108.99
