Date,Company,Price
2025-11-10,MCKINSEY,120.49
2025-11-11,MCKINSEY,120.51
2025-11-12,MCKINSEY,120.54
2025-11-13,MCKINSEY,120.56
2025-11-14,MCKINSEY,120.58
2025-11-17,MCKINSEY,120.61
2025-11-18,MCKINSEY,120.63
2025-11-19,MCKINSEY,120.66
2025-11-20,MCKINSEY,120.44
2025-11-21,MCKINSEY,120.46
2025-11-24,MCKINSEY,120.49
2025-11-25,MCKINSEY,120.51
2025-11-26,MCKINSEY,120.54
2025-11-27,MCKINSEY,120.56
2025-11-28,MCKINSEY,120.58
2025-12-01,MCKINSEY,120.61
2025-12-02,MCKINSEY,120.63
2025-12-03,MCKINSEY,120.66
2025-12-04,MCKINSEY,120.44
2025-12-05,MCKINSEY,120.46
2025-12-08,MCKINSEY,120.49
2025-12-09,MCKINSEY,120.51
2025-12-10,MCKINSEY,120.54
2025-12-11,MCKINSEY,120.56
2025-12-12,MCKINSEY,120.58
2025-12-15,MCKINSEY,120.61
2025-12-16,MCKINSEY,120.63
2025-12-17,MCKINSEY,120.66
2025-12-18,MCKINSEY,120.44
2025-12-19,MCKINSEY,120.46
2025-12-22,MCKINSEY,120.49
2025-12-23,MCKINSEY,120.51
2025-12-24,MCKINSEY,120.54
2025-12-25,MCKINSEY,120.56
2025-12-26,MCKINSEY,120.58
2025-12-29,MCKINSEY,120.61
2025-12-30,MCKINSEY,120.63
2025-12-31,MCKINSEY,120.66
